GameId,ClarifyingQuestion,InitializedWorldPath,InputInstruction,IsInstructionClear,Partition,qrel,qbank
CQ-game-1305,,initial_world_states/builder-data/23-c97/step-2,In the gap between the two red blocks build a tower of green blocks that is 3 blocks high.,Yes,train,,
CQ-game-1306,,initial_world_states/builder-data/2-c96/step-6,In the northeast corner place one blue block. In the southwest corner place one purple block then a red block on top of that.,Yes,train,,
CQ-game-1308,What do you mean by bottommost purple block of the floating column ? There is now purple block in floating column,initial_world_states/builder-data/33-c135/step-16,Facing North place two purple blocks below the bottommost purple block of the floating column. Place a single purple block two squares to the right of the bottommost and eastermost purple block,No,train,q_382,"'q_0', 'q_126', 'q_244', 'q_733', 'q_526', 'q_49', 'q_754', 'q_15', 'q_317', 'q_704', 'q_393', 'q_766', 'q_772', 'q_187', 'q_541', 'q_823', 'q_975', 'q_44', 'q_574', 'q_936', 'q_68', 'q_701', 'q_558', 'q_886', 'q_468', 'q_615', 'q_172', 'q_883', 'q_540', 'q_128', 'q_783', 'q_45', 'q_417', 'q_649', 'q_736', 'q_534', 'q_248', 'q_34', 'q_431', 'q_76', 'q_524', 'q_295', 'q_920', 'q_787', 'q_775', 'q_464', 'q_877', 'q_758', 'q_107', 'q_225', 'q_39', 'q_336', 'q_898', 'q_267', 'q_662', 'q_55', 'q_857', 'q_163', 'q_532', 'q_760', 'q_84', 'q_556', 'q_924', 'q_797', 'q_861', 'q_678', 'q_959', 'q_214', 'q_284', 'q_374', 'q_208', 'q_722', 'q_560', 'q_113', 'q_900', 'q_433', 'q_584', 'q_382', 'q_24', 'q_306', 'q_53', 'q_438', 'q_816', 'q_709', 'q_456', 'q_808', 'q_103', 'q_507', 'q_303', 'q_460', 'q_680', 'q_387', 'q_927', 'q_427', 'q_974', 'q_436', 'q_948', 'q_440', 'q_498', 'q_28', 'q_252', 'q_413', 'q_597', 'q_941', 'q_937', 'q_282', 'q_263', 'q_982', 'q_360', 'q_66', 'q_964', 'q_795', 'q_902', 'q_23', 'q_824', 'q_888', 'q_653', 'q_819', 'q_4', 'q_497', 'q_688', 'q_204', 'q_271', 'q_26', 'q_561', 'q_804', 'q_403', 'q_889', 'q_93', 'q_356', 'q_859', 'q_833', 'q_349', 'q_698', 'q_923', 'q_930', 'q_734', 'q_85', 'q_885', 'q_971', 'q_517', 'q_747', 'q_966', 'q_22', 'q_506', 'q_949', 'q_963', 'q_536', 'q_957', 'q_721', 'q_277', 'q_461', 'q_695', 'q_291', 'q_287', 'q_120', 'q_63', 'q_638', 'q_866', 'q_771', 'q_410', 'q_343', 'q_977', 'q_482', 'q_354', 'q_790'"
CQ-game-1309,Which three vertical red blocks?,initial_world_states/builder-data/5-c127/step-8,facing north destroy the three vertical red blocks.,No,train,q_228,"'q_264', 'q_726', 'q_418', 'q_259', 'q_969', 'q_608', 'q_849', 'q_472', 'q_838', 'q_354', 'q_887', 'q_709', 'q_399', 'q_960', 'q_268', 'q_143', 'q_972', 'q_425', 'q_454', 'q_134', 'q_320', 'q_933', 'q_406', 'q_811', 'q_559', 'q_751', 'q_507', 'q_124', 'q_850', 'q_835', 'q_226', 'q_444', 'q_543', 'q_58', 'q_762', 'q_47', 'q_331', 'q_353', 'q_572', 'q_99', 'q_757', 'q_658', 'q_154', 'q_769', 'q_461', 'q_434', 'q_263', 'q_809', 'q_781', 'q_551', 'q_756', 'q_620', 'q_728', 'q_277', 'q_302', 'q_182', 'q_663', 'q_560', 'q_484', 'q_699', 'q_879', 'q_845', 'q_959', 'q_575', 'q_866', 'q_540', 'q_191', 'q_273', 'q_744', 'q_496', 'q_138', 'q_152', 'q_986', 'q_450', 'q_547', 'q_233', 'q_10', 'q_231', 'q_178', 'q_926', 'q_633', 'q_611', 'q_882', 'q_915', 'q_763', 'q_39', 'q_632', 'q_52', 'q_306', 'q_802', 'q_424', 'q_645', 'q_466', 'q_675', 'q_718', 'q_31', 'q_443', 'q_877', 'q_799', 'q_248', 'q_522', 'q_913', 'q_0', 'q_146', 'q_352', 'q_50', 'q_487', 'q_132', 'q_976', 'q_329', 'q_322', 'q_92', 'q_595', 'q_623', 'q_8', 'q_297', 'q_460', 'q_7', 'q_586', 'q_873', 'q_379', 'q_476', 'q_433', 'q_479', 'q_141', 'q_634', 'q_786', 'q_880', 'q_369', 'q_221', 'q_491', 'q_30', 'q_436', 'q_24', 'q_742', 'q_303', 'q_317', 'q_66', 'q_358', 'q_391', 'q_630', 'q_348', 'q_874', 'q_228', 'q_243', 'q_518', 'q_581', 'q_359', 'q_948', 'q_724', 'q_946', 'q_512', 'q_785', 'q_928', 'q_401', 'q_734', 'q_616', 'q_717', 'q_387', 'q_270', 'q_774', 'q_63', 'q_782', 'q_892', 'q_427', 'q_80'"
CQ-game-1310,,initial_world_states/builder-data/14-c54/step-18,Surround the yellow block with orange blocks. Then place red blocks on top of all the existing blocks.,Yes,train,,
CQ-game-1311,,initial_world_states/builder-data/10-c135/step-2,Remove the bottom and top block of the purple tower and place green blocks on its places.,Yes,train,,
CQ-game-1313,,initial_world_states/builder-data/14-c51/step-24,Replace both yellow blocks with blue blocks break the green block.,Yes,train,,
CQ-game-1314,,initial_world_states/builder-data/1-c92/step-12,Stack six green blocks immediately to the east of the east-most red blocks. Break the first three green blocks from the bottom.,Yes,train,,
CQ-game-1316,,initial_world_states/builder-data/31-c96/step-2,Facing East place a column of two orange blocks to the right of the yellow column. Facing North place a column of two purple blocks to the left of the yellow column.,Yes,train,,
CQ-game-1317,Where is the orange block?,initial_world_states/builder-data/2-c116/step-8,On top of the green block place 1 purple block. On top of the orange block place a green block. On the blue block closest to the east edge of the board place a yellow block.,No,train,q_30,"'q_436', 'q_258', 'q_295', 'q_768', 'q_692', 'q_420', 'q_631', 'q_153', 'q_390', 'q_927', 'q_193', 'q_933', 'q_98', 'q_476', 'q_245', 'q_879', 'q_110', 'q_748', 'q_163', 'q_429', 'q_372', 'q_419', 'q_14', 'q_766', 'q_369', 'q_362', 'q_328', 'q_135', 'q_790', 'q_6', 'q_248', 'q_42', 'q_39', 'q_697', 'q_322', 'q_607', 'q_156', 'q_905', 'q_252', 'q_706', 'q_775', 'q_287', 'q_339', 'q_613', 'q_556', 'q_610', 'q_529', 'q_622', 'q_765', 'q_26', 'q_490', 'q_224', 'q_859', 'q_829', 'q_478', 'q_574', 'q_382', 'q_489', 'q_847', 'q_932', 'q_639', 'q_679', 'q_183', 'q_43', 'q_414', 'q_792', 'q_572', 'q_857', 'q_865', 'q_745', 'q_355', 'q_956', 'q_269', 'q_854', 'q_842', 'q_885', 'q_643', 'q_887', 'q_559', 'q_832', 'q_737', 'q_634', 'q_698', 'q_250', 'q_30', 'q_341', 'q_45', 'q_821', 'q_788', 'q_923', 'q_540', 'q_850', 'q_780', 'q_808', 'q_301', 'q_189', 'q_398', 'q_667', 'q_668', 'q_499', 'q_965', 'q_233', 'q_928', 'q_40', 'q_392', 'q_533', 'q_225', 'q_138', 'q_437', 'q_569', 'q_359', 'q_454', 'q_785', 'q_452', 'q_619', 'q_820', 'q_675', 'q_916', 'q_141', 'q_58', 'q_699', 'q_275', 'q_125', 'q_528', 'q_307', 'q_524', 'q_264', 'q_618', 'q_450', 'q_358', 'q_685', 'q_271', 'q_257', 'q_79', 'q_938', 'q_962', 'q_126', 'q_137', 'q_214', 'q_633', 'q_585', 'q_216', 'q_404', 'q_877', 'q_184', 'q_647', 'q_557', 'q_96', 'q_218', 'q_555', 'q_388', 'q_360', 'q_777', 'q_837', 'q_461', 'q_660', 'q_57', 'q_82', 'q_439', 'q_564', 'q_796', 'q_368', 'q_467', 'q_939', 'q_846', 'q_605'"
CQ-game-1318,,initial_world_states/builder-data/31-c96/step-16,Destroy the red blocks. Replace the structure with blue blocks.,Yes,train,,
CQ-game-1320,,initial_world_states/builder-data/29-c97/step-16,Remove all the purple block in the area and put blue block on its places.,Yes,train,,
CQ-game-1321,,initial_world_states/builder-data/3-c136/step-26,Replace all yellow blocks with red ones.,Yes,train,,
CQ-game-1322,,initial_world_states/builder-data/2-c120/step-4,Looking south create 3 yellow blocks one after the other behind the two blocks on top of each other.,Yes,train,,
CQ-game-1323,,initial_world_states/builder-data/5-c97/step-8,Facing north destroy the three horizontal red blocks on top.,Yes,train,,
CQ-game-1324,,initial_world_states/builder-data/8-c136/step-8,Facing North place a purple block in front of the rightmost purple column. Place a purple block atop the uppermost yellow block. Place two yellow blocks to the right of the uppermost yellow block.,Yes,train,,
CQ-game-1326,,initial_world_states/builder-data/13-c78/step-2,facing north destroy the six yellow vertical blocks.,Yes,train,,
CQ-game-1327,,initial_world_states/builder-data/5-c136/step-6,Facing north destroy the column of purple blocks on the right. Then replace it with a column of orange blocks.,Yes,train,,
CQ-game-1329,,initial_world_states/builder-data/2-c120/step-10,Remove the yellow block and put a column of two green block on its place. Then place an orange block at the top of the column.,Yes,train,,
CQ-game-1330,,initial_world_states/builder-data/2-c139/step-12,Break the sole red block and put a blue in its place. Place two blocks next to the blue just placed in: an orange on its south side and a green on its west side.,Yes,train,,
CQ-game-1331,,initial_world_states/builder-data/4-c92/step-18,Facing north destroy the four red blocks on the right side.,Yes,train,,
CQ-game-1332,,initial_world_states/builder-data/5-c136/step-14,Facing north destroy the three vertical violet blocks on the right side.,Yes,train,,
CQ-game-1333,,initial_world_states/builder-data/1-c92/step-20,facing north destroy the three green vertical blocks on the left side.,Yes,train,,
CQ-game-1334,,initial_world_states/builder-data/5-c127/step-12,Face the existing structure from the north side you will see two set of red blocks left and right. Replace the left set with yellow blocks.,Yes,train,,
CQ-game-1335,,initial_world_states/builder-data/9-c136/step-6,Facing north destroy the yellow blocks above the purple blocks then place three purple block between the purple blocks make the object look like a square.,Yes,train,,
CQ-game-1336,,initial_world_states/builder-data/22-c139/step-6,Destroy all the purple blocks. Place a red block under the existing red block.,Yes,train,,
CQ-game-1337,,initial_world_states/builder-data/34-c135/step-18,Locate the most eastern purple block and break it placing a blue block on its place. Then place two green blocks next to it: one at the top and one at the bottom.,Yes,train,,
CQ-game-1338,,initial_world_states/builder-data/14-c59/step-14,Facing West place a green block on top of the red column. Place two green blocks in front of the green block. Facing North place two purple blocks on top of the rightmost green block.,Yes,train,,
CQ-game-1339,,initial_world_states/builder-data/4-c96/step-10,Facing south destroy the two green blocks.,Yes,train,,
CQ-game-1340,Which direction should all these new blocks go?,initial_world_states/builder-data/23-c127/step-2,facing north place four yellow blocks on the east side these four yellow blocks were above one another then add three blue blocks on the east side these three blue blocks were next to each other.,No,train,q_6,"'q_547', 'q_231', 'q_380', 'q_300', 'q_299', 'q_900', 'q_452', 'q_848', 'q_565', 'q_878', 'q_47', 'q_730', 'q_680', 'q_676', 'q_739', 'q_773', 'q_509', 'q_495', 'q_603', 'q_484', 'q_344', 'q_829', 'q_804', 'q_61', 'q_129', 'q_578', 'q_851', 'q_74', 'q_874', 'q_529', 'q_927', 'q_305', 'q_6', 'q_828', 'q_97', 'q_932', 'q_253', 'q_408', 'q_273', 'q_360', 'q_683', 'q_915', 'q_643', 'q_493', 'q_116', 'q_146', 'q_832', 'q_498', 'q_455', 'q_612', 'q_735', 'q_243', 'q_742', 'q_414', 'q_183', 'q_477', 'q_758', 'q_472', 'q_675', 'q_688', 'q_92', 'q_68', 'q_96', 'q_754', 'q_481', 'q_689', 'q_40', 'q_30', 'q_794', 'q_22', 'q_748', 'q_315', 'q_881', 'q_406', 'q_54', 'q_555', 'q_90', 'q_28', 'q_598', 'q_589', 'q_166', 'q_125', 'q_817', 'q_7', 'q_796', 'q_101', 'q_607', 'q_899', 'q_230', 'q_420', 'q_372', 'q_250', 'q_867', 'q_443', 'q_175', 'q_193', 'q_591', 'q_854', 'q_945', 'q_614', 'q_72', 'q_12', 'q_740', 'q_573', 'q_119', 'q_181', 'q_280', 'q_186', 'q_743', 'q_904', 'q_780', 'q_37', 'q_145', 'q_100', 'q_672', 'q_599', 'q_43', 'q_857', 'q_947', 'q_661', 'q_402', 'q_935', 'q_118', 'q_322', 'q_929', 'q_333', 'q_240', 'q_489', 'q_368', 'q_841', 'q_849', 'q_568', 'q_215', 'q_923', 'q_71', 'q_476', 'q_75', 'q_492', 'q_691', 'q_558', 'q_346', 'q_905', 'q_283', 'q_901', 'q_21', 'q_654', 'q_367', 'q_0', 'q_719', 'q_77', 'q_398', 'q_5', 'q_85', 'q_207', 'q_785', 'q_987', 'q_457', 'q_571', 'q_875', 'q_938', 'q_249', 'q_582', 'q_753', 'q_348', 'q_135', 'q_720'"
CQ-game-1341,,initial_world_states/builder-data/14-c57/step-16,Remove the highest green block in the area and place an orange block on its place. Then place another orange block next to the one just built on its east side.,Yes,train,,
CQ-game-1342,,initial_world_states/builder-data/15-c72/step-2,Fill in the gap of the U-shaped yellow figure with one purple block and another green block directly on top of that. On either side of the green block place one purple block each.,Yes,train,,
CQ-game-1343,,initial_world_states/builder-data/14-c58/step-22,Facing south destroy the four horizontal blue blocks.,Yes,train,,
CQ-game-1344,How many blocks do i need to total?,initial_world_states/builder-data/16-c96/step-8,In the southwest corner build an identical figure to the existing figures but in blue (four blocks total). In the southeast corner do the same but in green (four blocks total).,No,train,q_350,"'q_131', 'q_621', 'q_663', 'q_311', 'q_666', 'q_195', 'q_876', 'q_254', 'q_518', 'q_599', 'q_251', 'q_715', 'q_980', 'q_459', 'q_901', 'q_800', 'q_960', 'q_218', 'q_868', 'q_98', 'q_915', 'q_614', 'q_488', 'q_602', 'q_21', 'q_146', 'q_418', 'q_120', 'q_60', 'q_6', 'q_855', 'q_304', 'q_982', 'q_439', 'q_848', 'q_782', 'q_724', 'q_792', 'q_263', 'q_661', 'q_452', 'q_653', 'q_939', 'q_164', 'q_735', 'q_71', 'q_80', 'q_726', 'q_736', 'q_574', 'q_364', 'q_961', 'q_138', 'q_289', 'q_630', 'q_882', 'q_298', 'q_0', 'q_774', 'q_627', 'q_429', 'q_302', 'q_205', 'q_403', 'q_674', 'q_377', 'q_698', 'q_689', 'q_232', 'q_256', 'q_478', 'q_987', 'q_688', 'q_18', 'q_750', 'q_827', 'q_38', 'q_822', 'q_824', 'q_397', 'q_412', 'q_763', 'q_449', 'q_495', 'q_222', 'q_425', 'q_687', 'q_928', 'q_789', 'q_857', 'q_639', 'q_51', 'q_570', 'q_804', 'q_350', 'q_433', 'q_96', 'q_501', 'q_14', 'q_885', 'q_753', 'q_863', 'q_626', 'q_215', 'q_935', 'q_383', 'q_593', 'q_473', 'q_923', 'q_832', 'q_917', 'q_633', 'q_646', 'q_176', 'q_73', 'q_713', 'q_170', 'q_402', 'q_347', 'q_375', 'q_187', 'q_759', 'q_423', 'q_184', 'q_938', 'q_407', 'q_243', 'q_979', 'q_823', 'q_336', 'q_62', 'q_605', 'q_59', 'q_893', 'q_417', 'q_680', 'q_632', 'q_722', 'q_604', 'q_85', 'q_943', 'q_584', 'q_287', 'q_265', 'q_705', 'q_86', 'q_902', 'q_482', 'q_867', 'q_771', 'q_90', 'q_67', 'q_852', 'q_503', 'q_825', 'q_758', 'q_576', 'q_72', 'q_119', 'q_217', 'q_426', 'q_954', 'q_446', 'q_406', 'q_624', 'q_709'"
CQ-game-1345,,initial_world_states/builder-data/11-c120/step-12,Destroy the bottom yellow figure. Destroy the bottom of the plus sign so that all is left is an upside-down T.,Yes,train,,
CQ-game-1346,,initial_world_states/builder-data/5-c120/step-2,Facing North place a column of two blue blocks to the left of the yellow block. Place a column of two orange blocks to the right of the yellow block. Place a red block in front of the yellow block.,Yes,train,,
CQ-game-1347,,initial_world_states/builder-data/4-c96/step-8,Place a column of two blue blocks on the corner between East and South. Place a single orange block in the exact middle of the chessboard.,Yes,train,,
CQ-game-1348,,initial_world_states/builder-data/2-c139/step-6,Facing south destroy the three horizontal violet blocks.,Yes,train,,
CQ-game-1349,,initial_world_states/builder-data/14-c51/step-22,Break the green block. Place a blue block immediately to the north of both north-most red blocks.,Yes,train,,
CQ-game-1351,,initial_world_states/builder-data/5-c139/step-4,Facing north destroy the three vertical violet blocks on the right side.,Yes,train,,
CQ-game-1352,,initial_world_states/builder-data/23-c136/step-2,Directly on top of the purple column make the column higher by placing one orange block two reds and one purple.,Yes,train,,
CQ-game-1353,,initial_world_states/builder-data/5-c73/step-14,Facing north destroy the three horizontal violet blocks.,Yes,train,,
CQ-game-1354,,initial_world_states/builder-data/13-c72/step-4,On top of the two-block purple figure place two orange blocks side by side. On top of the topmost red block place one orange block.,Yes,train,,
CQ-game-1355,,initial_world_states/builder-data/3-c116/step-16,Facing north destroy the four vertical blue blocks.,Yes,train,,
CQ-game-1357,,initial_world_states/builder-data/52-c127/step-26,Mirror the red shape on the other edge of the yellow figure so that the shape is now symmetrical. Now in the gap created by the two red columns place an orange block flat against the yellow wall.,Yes,train,,
CQ-game-1358,,initial_world_states/builder-data/34-c120/step-8,Facing north place one blue block to the right of the yellow stack.Place one yellow block in front of the blue block.Place one green block in front of the yellow block.,Yes,train,,
CQ-game-1359,Which side I need to make the rectangle is not clear,initial_world_states/builder-data/14-c58/step-18,Make a rectangle that is the width and height of the blue shape and fill it in with purple blocks.,No,train,q_874,"'q_435', 'q_886', 'q_545', 'q_86', 'q_575', 'q_260', 'q_4', 'q_890', 'q_938', 'q_376', 'q_692', 'q_21', 'q_982', 'q_339', 'q_927', 'q_850', 'q_822', 'q_569', 'q_324', 'q_250', 'q_355', 'q_365', 'q_511', 'q_896', 'q_216', 'q_9', 'q_708', 'q_889', 'q_430', 'q_402', 'q_762', 'q_197', 'q_546', 'q_693', 'q_79', 'q_172', 'q_241', 'q_812', 'q_541', 'q_862', 'q_131', 'q_57', 'q_968', 'q_803', 'q_580', 'q_164', 'q_396', 'q_613', 'q_118', 'q_624', 'q_90', 'q_32', 'q_381', 'q_385', 'q_944', 'q_254', 'q_888', 'q_372', 'q_368', 'q_128', 'q_453', 'q_898', 'q_608', 'q_707', 'q_647', 'q_846', 'q_853', 'q_456', 'q_393', 'q_733', 'q_638', 'q_676', 'q_64', 'q_424', 'q_371', 'q_84', 'q_165', 'q_686', 'q_112', 'q_26', 'q_778', 'q_308', 'q_605', 'q_610', 'q_166', 'q_440', 'q_839', 'q_502', 'q_980', 'q_489', 'q_622', 'q_459', 'q_103', 'q_246', 'q_697', 'q_715', 'q_694', 'q_200', 'q_824', 'q_973', 'q_479', 'q_180', 'q_557', 'q_185', 'q_418', 'q_150', 'q_488', 'q_480', 'q_436', 'q_31', 'q_266', 'q_204', 'q_153', 'q_55', 'q_758', 'q_745', 'q_539', 'q_573', 'q_584', 'q_651', 'q_677', 'q_317', 'q_404', 'q_201', 'q_173', 'q_311', 'q_948', 'q_102', 'q_874', 'q_913', 'q_836', 'q_558', 'q_716', 'q_877', 'q_170', 'q_711', 'q_391', 'q_766', 'q_798', 'q_920', 'q_275', 'q_145', 'q_271', 'q_923', 'q_845', 'q_229', 'q_251', 'q_69', 'q_97', 'q_114', 'q_171', 'q_785', 'q_640', 'q_40', 'q_835', 'q_594', 'q_156', 'q_899', 'q_986', 'q_213', 'q_392', 'q_373', 'q_472', 'q_717', 'q_744', 'q_635'"
CQ-game-1360,,initial_world_states/builder-data/7-c73/step-2,Facing north destroy the two green blocks next to the tall stack of green blocks.Place one blue block behind the stack of green blocks.,Yes,train,,
CQ-game-1361,,initial_world_states/builder-data/12-c139/step-8,Place one blue block in the upper left corner of the purple square on the same side as the red 'nose'. Place a second eye on the upper right hand corner of the eye.Make a green hat in between on head,Yes,train,,
CQ-game-1362,,initial_world_states/builder-data/27-c127/step-2,Remove the highest row of yellow blocks in the structure and replace them with blue blocks.,Yes,train,,
CQ-game-1363,,initial_world_states/builder-data/31-c96/step-12,Facing West remove the red block to the left of the red column. Place a column of three yellow blocks to the left of the red column.,Yes,train,,
CQ-game-1364,,initial_world_states/builder-data/18-c116/step-2,Place a red block in the center spot of the map. Now make it a plus + sign by adding one red block to each side. On top of that make a yellow plus + and on top of that a red one.,Yes,train,,
CQ-game-1365,,initial_world_states/builder-data/7-c139/step-6,In the gap left by the blue blocks place one yellow block. On top of the red block place two yellow blocks one on top of the other.,Yes,train,,
CQ-game-1367,Should the purple blocks be on top of each other?,initial_world_states/builder-data/29-c97/step-4,Facing North place a row of two red blocks to the right of the blue block. Place a three purple blocks in front of the blue block.,No,train,q_592,"'q_2', 'q_371', 'q_827', 'q_583', 'q_774', 'q_197', 'q_128', 'q_555', 'q_801', 'q_369', 'q_866', 'q_790', 'q_643', 'q_843', 'q_222', 'q_602', 'q_856', 'q_366', 'q_683', 'q_48', 'q_576', 'q_269', 'q_426', 'q_617', 'q_923', 'q_775', 'q_546', 'q_640', 'q_601', 'q_62', 'q_717', 'q_557', 'q_299', 'q_345', 'q_700', 'q_562', 'q_305', 'q_264', 'q_217', 'q_203', 'q_204', 'q_49', 'q_748', 'q_545', 'q_459', 'q_87', 'q_608', 'q_745', 'q_74', 'q_69', 'q_498', 'q_224', 'q_167', 'q_88', 'q_872', 'q_959', 'q_170', 'q_983', 'q_529', 'q_851', 'q_674', 'q_658', 'q_145', 'q_409', 'q_462', 'q_215', 'q_178', 'q_686', 'q_548', 'q_465', 'q_492', 'q_875', 'q_924', 'q_767', 'q_80', 'q_711', 'q_606', 'q_574', 'q_644', 'q_779', 'q_536', 'q_247', 'q_326', 'q_360', 'q_682', 'q_475', 'q_138', 'q_343', 'q_468', 'q_824', 'q_874', 'q_483', 'q_809', 'q_438', 'q_125', 'q_202', 'q_394', 'q_773', 'q_532', 'q_500', 'q_268', 'q_25', 'q_435', 'q_876', 'q_276', 'q_573', 'q_131', 'q_666', 'q_123', 'q_553', 'q_430', 'q_8', 'q_278', 'q_894', 'q_772', 'q_592', 'q_162', 'q_205', 'q_233', 'q_66', 'q_538', 'q_414', 'q_120', 'q_816', 'q_820', 'q_663', 'q_24', 'q_521', 'q_119', 'q_830', 'q_600', 'q_291', 'q_958', 'q_755', 'q_354', 'q_228', 'q_384', 'q_684', 'q_862', 'q_65', 'q_22', 'q_730', 'q_509', 'q_218', 'q_250', 'q_803', 'q_400', 'q_398', 'q_157', 'q_243', 'q_449', 'q_445', 'q_143', 'q_560', 'q_179', 'q_962', 'q_89', 'q_813', 'q_512', 'q_811', 'q_410', 'q_821', 'q_616', 'q_3', 'q_363', 'q_542'"
CQ-game-1368,,initial_world_states/builder-data/31-c97/step-14,Remove the most western red block and place a blue block on its place placing another blue block right at the top of the just built blue block.,Yes,train,,
CQ-game-1369,,initial_world_states/builder-data/19-c126/step-8,Facing north destroy the four vertical red blocks on the right side.,Yes,train,,
CQ-game-1370,,initial_world_states/builder-data/23-c135/step-6,Facing north destroy the five vertical violet blocks on the right side.,Yes,train,,
CQ-game-1371,,initial_world_states/builder-data/3-c136/step-4,Facing north destroy the three violet vertical blocks.,Yes,train,,
CQ-game-1372,"For the instruction ""Reducing the height by one block at a time."" Do I do this until all of the blocks are gone?",initial_world_states/builder-data/7-c116/step-2,In the center of the north wall make an orange tower 6 blocks high. To the left and right create an orange tower 5 blocks high. Now work outward reducing the height by one block each time.,No,train,q_544,"'q_860', 'q_650', 'q_640', 'q_83', 'q_959', 'q_839', 'q_926', 'q_925', 'q_574', 'q_713', 'q_322', 'q_889', 'q_27', 'q_568', 'q_488', 'q_774', 'q_499', 'q_913', 'q_264', 'q_636', 'q_447', 'q_633', 'q_468', 'q_943', 'q_35', 'q_292', 'q_144', 'q_611', 'q_703', 'q_116', 'q_761', 'q_418', 'q_768', 'q_908', 'q_44', 'q_525', 'q_290', 'q_452', 'q_159', 'q_878', 'q_558', 'q_721', 'q_984', 'q_214', 'q_851', 'q_139', 'q_522', 'q_18', 'q_458', 'q_944', 'q_219', 'q_190', 'q_40', 'q_981', 'q_401', 'q_801', 'q_95', 'q_914', 'q_66', 'q_677', 'q_598', 'q_21', 'q_555', 'q_320', 'q_690', 'q_16', 'q_494', 'q_537', 'q_544', 'q_882', 'q_641', 'q_919', 'q_773', 'q_267', 'q_634', 'q_283', 'q_570', 'q_623', 'q_311', 'q_81', 'q_797', 'q_71', 'q_874', 'q_49', 'q_355', 'q_744', 'q_301', 'q_122', 'q_91', 'q_579', 'q_904', 'q_540', 'q_445', 'q_326', 'q_542', 'q_564', 'q_287', 'q_932', 'q_755', 'q_819', 'q_45', 'q_735', 'q_258', 'q_883', 'q_217', 'q_308', 'q_682', 'q_763', 'q_931', 'q_212', 'q_484', 'q_340', 'q_208', 'q_756', 'q_664', 'q_518', 'q_201', 'q_313', 'q_596', 'q_205', 'q_382', 'q_473', 'q_481', 'q_835', 'q_810', 'q_11', 'q_76', 'q_816', 'q_672', 'q_921', 'q_470', 'q_378', 'q_986', 'q_295', 'q_449', 'q_202', 'q_363', 'q_209', 'q_398', 'q_391', 'q_562', 'q_131', 'q_845', 'q_1', 'q_813', 'q_781', 'q_587', 'q_920', 'q_805', 'q_263', 'q_189', 'q_832', 'q_62', 'q_910', 'q_225', 'q_7', 'q_84', 'q_151', 'q_691', 'q_42', 'q_501', 'q_70', 'q_149', 'q_341', 'q_314', 'q_132'"
CQ-game-1373,,initial_world_states/builder-data/17-c116/step-2,Facing north destroy the green block.,Yes,train,,
CQ-game-1374,,initial_world_states/builder-data/8-c136/step-4,Place a column of yellow blocks in the middle of the purple blocks. Then place a row of yellow blocks on top of those blocks. The yellow blocks should create a T.,Yes,train,,
CQ-game-1375,,initial_world_states/builder-data/19-c136/step-6,Place a blue block immediately to the east of the middle yellow block. Then stack two more blue blocks on top of it.,Yes,train,,
CQ-game-1376,What do you mean by south and right of the red block? What direction do I face?Why does it say a total of 4 blocks should be placed when it only says to place 3?,initial_world_states/builder-data/16-c96/step-2,Place two blue blocks on top of the red column. Then place a blue block to the south and right of the red block on the ground. There should be 4 blocks placed total.,No,train,q_325,"'q_17', 'q_557', 'q_714', 'q_924', 'q_691', 'q_647', 'q_540', 'q_345', 'q_706', 'q_394', 'q_960', 'q_501', 'q_634', 'q_866', 'q_488', 'q_178', 'q_958', 'q_598', 'q_610', 'q_221', 'q_298', 'q_154', 'q_867', 'q_567', 'q_621', 'q_125', 'q_812', 'q_870', 'q_587', 'q_773', 'q_727', 'q_919', 'q_105', 'q_248', 'q_275', 'q_721', 'q_735', 'q_404', 'q_58', 'q_688', 'q_513', 'q_692', 'q_374', 'q_940', 'q_700', 'q_118', 'q_451', 'q_44', 'q_504', 'q_130', 'q_886', 'q_770', 'q_475', 'q_287', 'q_325', 'q_898', 'q_283', 'q_333', 'q_338', 'q_505', 'q_718', 'q_289', 'q_739', 'q_509', 'q_963', 'q_581', 'q_702', 'q_198', 'q_843', 'q_155', 'q_391', 'q_109', 'q_716', 'q_586', 'q_213', 'q_823', 'q_710', 'q_984', 'q_138', 'q_885', 'q_656', 'q_494', 'q_412', 'q_903', 'q_654', 'q_352', 'q_588', 'q_837', 'q_264', 'q_641', 'q_703', 'q_485', 'q_126', 'q_499', 'q_358', 'q_975', 'q_847', 'q_962', 'q_731', 'q_904', 'q_175', 'q_314', 'q_357', 'q_648', 'q_630', 'q_171', 'q_787', 'q_128', 'q_594', 'q_111', 'q_466', 'q_304', 'q_87', 'q_190', 'q_699', 'q_365', 'q_478', 'q_88', 'q_894', 'q_172', 'q_916', 'q_244', 'q_926', 'q_161', 'q_42', 'q_487', 'q_274', 'q_755', 'q_855', 'q_480', 'q_675', 'q_734', 'q_781', 'q_99', 'q_116', 'q_423', 'q_884', 'q_168', 'q_341', 'q_502', 'q_432', 'q_194', 'q_107', 'q_112', 'q_798', 'q_201', 'q_892', 'q_667', 'q_750', 'q_789', 'q_267', 'q_506', 'q_450', 'q_678', 'q_980', 'q_503', 'q_636', 'q_224', 'q_974', 'q_925', 'q_956', 'q_223', 'q_120', 'q_66', 'q_738', 'q_726'"
